Clave,Descripción,Línea,Existencias,Modelo,Talla,Color,Cuenta contable,Clave alterna
CHEMINOVA-025,SINCRONIZADOR DE CELO INY. 20ML,CHEMI,0,,,,,
CHEMINOVA-024,IVERMECTINA CHEMINOVA 500ML,CHEMI,0,,,,,
CHEMINOVA-023,EQUINE POWER CHEMIOVA 500ML,CHEMI,0,,,,,
CHEMINOVA-022,XILAZINA 2% CHEMINOVA 20ML,CHEMI,12,,,,,
CHEMINOVA-021,MOSCA NEGRA SOBRE 20GR,CHEMI,175,,,,,
CHEMINOVA-020,XILAZINA 10% CHEMINOVA 50ML,CHEMI,10,,,,,
CHEMINOVA-019,VITAMINAS + CARNITINA 1 LTO,CHEMI,0,,,,,
CHEMINOVA-018,TYLOSINA 100ML,CHEMI,21,,,,,
CHEMINOVA-017,SINCRONIZADOR DE CELO 2ML. INY.,CHEMI,20,,,,,
CHEMINOVA-016,SELEVITE 61% 250ML,CHEMI,0,,,,,
CHEMINOVA-015,SELEVITE 61% 100ML,CHEMI,0,,,,,
CHEMINOVA-014,PROGESTERONA 10ML,CHEMI,25,,,,,
CHEMINOVA-013,IVERMECTINA LA 3.5 100ML,CHEMI,5,,,,,
CHEMINOVA-012,TRIMETROPRIM+SULFADIAZINA INY.100ML,CHEMI,48,,,,,
CHEMINOVA-011,SOLUCION ANTIANEMICA 500ML,CHEMI,17,,,,,
CHEMINOVA-010,SOLUCION ANTIANEMICA 100ML,CHEMI,0,,,,,
CHEMINOVA-009,SOLUCION ANTIANEMICA 20ML,CHEMI,110,,,,,
CHEMINOVA-008,PLASMOGAN  RTU 50ML,CHEMI,3,,,,,
CHEMINOVA-007,PIROXICAM INY.100ML,CHEMI,48,,,,,
CHEMINOVA-006,OXITOCINA INY. 10 ML,CHEMI,0,,,,,
CHEMINOVA-005,IVERMECTINA + PRAZIQUANTEL PASTA 25ML,CHEMI,41,,,,,
CHEMINOVA-004,IVERMECTINA 3.5 LA 500ML,CHEMI,69,,,,,
CHEMINOVA-003,DIURETICO INYECTABLE 20ML,CHEMI,1,,,,,
CHEMINOVA-002,COMPLEJO ENERGETICO 100ML,CHEMI,5,,,,,
CHEMINOVA-001,ATROPINA 50ML CHEMINOVA,CHEMI,43,,,,,
CEVA-004,KETOFEN 10% 250ML,CEVA,0,,,,,
CEVA-003,KETOFEN 10% 100ML,CEVA,0,,,,,
CERCOS-124,CABLE 2X50 AISLADO PICANA,,0,,,,,
CERCOS-114,ENERGIZADOR DUAL 1000 110-12 VOLTS,CERCO,0,,,,,
CERCOS-113,POLIWERE 400 MTS PATRIOT,CERCO,0,,,,,
CERCOS-112,ACTIVADOR PARA PUERTAS CAAP,CERCO,9,,,,,
CERCOS-109,MANIJA AMARILLA AISLADA CAPORAL,CERCO,10,,,,,
CERCOS-108,ENERGIZADOR SPEED  DUAL 3000 110-12VOL,CERCO,1,,,,,
CERCOS-107,INSULTULBE TUBO CAPORAL 12 MTS (CA-04),CERCO,2,,,,,
CERCOS-105,VOLTIMETRO DE LUCES PICANA,CERCO,1,,,,,
CERCOS-103,ENERGIZADOR PICANA  4 KM. CE4020  110,CERCO,1,,,,,
CERCOS-102,ENERGIZADOR  12 KM. 12 VOLT CE3012 PICAN,CERCO,0,,,,,
CERCOS-098,CABLE SUBTERRANEO CCS-1.5 MM X 50 CAP,CERCO,1,,,,,
CERCOS-094,PANEL SOLAR 20 WATTS,,0,,,,,
CERCOS-093,CONTROLADOR DE GARGA,CERCO,0,,,,,
CERCOS-082,SWITCH CAI-  INTERRUPTOR P/CERCAS,CERCO,7,,,,,
CERCOS-081,AISLADOR P/ VARILLA CAPORAL CA-01,CERCO,475,,,,,
CERCOS-073,AISLADOR CAPORAL TIPO W  CA-03,CERCO,275,,,,,
CERCOS-068,POLIWERE 200 MTS. C/6 FILAS CAPORAL TWIN,,0,,,,,
CERCOS-067,POLIWERE CP-500 MTS. 6 F. CAPORAL - TWIN,CERCO,7,,,,,
CERCOS-052,MANIJA / PUERTA CON BUNGY  CAPORAL,CERCO,1,,,,,
CERCOS-051,POLIWERE 200 MTS  SPEED DRITE,CERCO,0,,,,,
CERCOS-050,POLIWERE 500 MTS SPEED 6 FILAS,,0,,,,,
CERCOS-043,VOLTIMETRO DIGITAL SPEED  - PICANA,,0,,,,,
CERCOS-040,TENSOR MARGARITA,CERCO,4,,,,,
CERCOS-039,TENSOR EN LINEA CON AISLADOR,CERCO,4,,,,,
CERCOS-033,PANEL SOLAR 10 WATTS  CPS-10W,,0,,,,,
CERCOS-032,POSTE PLASTICO,CERCO,0,,,,,
CERCOS-014,----LAMPARA DE 9 WATTS CHICA SUNPOWER,,0,,,,,
CERCOS-010,AISLADOR ESQ. TIRON NEGRO CA-05 CAPORAL,CERCO,275,,,,,
CERCOS-004,ENERG. EXTRA 17 KM. 12V. PICANA CE3017,CERCO,2,,,,,
CERCOS-003,ENERG- DUAL 2000 SPEED DRITE,CERCO,2,,,,,
CERCOS-001,CARRETE ECONOMICO CAPORAL   CACPV,CERCO,1,,,,,
CERCOS -121,TENSOR EN LINEA,CERCO,5,,,,,
CALIFORNIA-004,SANIVET PLUS CREMA 40GR,CALIF,0,,,,,
CALIFORNIA-003,QUERCETOL 10ML,CALIF,3,,,,,
CALIFORNIA-002,QUERCETOL 50ML,CALIF,20,,,,,
CALIFORNIA-001,MARBOQUIN 25MG C/30TAB,CALIF,2,,,,,
CABALLO-014,FLAIR EQUINE NASAL STRIPS CON 6,CABAL,0,,,,,
CABALLO-013,GASTROADE GALON,CABAL,0,,,,,
CABALLO-012,REDUCINE 16 ONZAS,CABAL,0,,,,,
CABALLO-011,ACTIFLEX 4000 LIQ. (CUARTO DE GALON),CABAL,0,,,,,
CABALLO-010,HCHTHAMMOL 20% OINTMENT 16 OZ,CABAL,0,,,,,
CABALLO-009,RED CELL GALON,,116,,,,,
CABALLO-008,RED CELL 946 AMERICANO,CABAL,21,,,,,86621741096
CABALLO-007,HERRADURA THORO BRED C/TACON #3-4-5,NUTRI,28,,,,,
CABALLO-006,HERRADURA THORO BRED S/TACON #3-4-5,NUTRI,22,,,,,
CABALLO-005,MANE & TAIL SHAMPOO 1 LTO,CABAL,19,,,,,71409543641
CABALLO-004,MINERAL ICE 454 GRS,NUTRI,13,,,,,727556300100
CABALLO-003,WIND AID BREATHING 946 ML,NUTRI,11,,,,,
CABALLO-002,WIND AID BREATHING AID JERINGA 1 OZ,NUTRI,17,,,,,10576000014
BROVEL-066,VETORYL 5MG,DECHR,0,,,,,
BROVEL-065,GASTROPRAZOL 20MG 20 TAB,BROVE,38,,,,,
BROVEL-064,FORTHYRON 400MG,DECHR,6,,,,,AD022
BROVEL-063,FORTHYRON 200MG,DECHR,7,,,,,AD021
BROVEL-062,METOPRAMID INY. 10ML,BROVE,27,,,,,
BROVEL-061,FLUBAC 6 MILL.,BROVE,76,,,,,7506396700546
BROVEL-060,VITAMINA K 30ML,BROVE,46,,,,,7506396701260
BROVEL-059,ViTAMINA B12 CON B15 5000 30ML,BROVE,0,,,,,
BROVEL-058,GASTROPRAZOL EQ GRANULADO 12 SOBRES,BROVE,3,,,,,
BROVEL-057,L- HISTAMIN 100ML,BROVE,30,,,,,
BROVEL-056,AVERDAN 120 ML,BROVE,19,,,,,7506396700140
BROVEL-055,KETO-PET 250 MG 20 TAB,BROVE,0,,,,,
BROVEL-054,DANEZONA 100 ML,BROVE,6,,,,,
BROVEL-053,VETORYL 30MG,DECHR,6,,,,,AD018
BROVEL-052,MALACETIC SPRAY 236ML,DECHR,0,,,,,AD005
BROVEL-051,MALACETIC SHAMPOO 355ML,DECHR,1,,,,,AD003
BROVEL-050,PALEOZIN 10ML,BROVE,9,,,,,
BROVEL-048,AMOXI VET SUSP. 200MG 50ML,BROVE,3,,,,,
BROVEL-047,AMOXI VET PUPPY,BROVE,11,,,,,7506396701420
BROVEL-046,VITAMINA B15 10ML,BROVE,52,,,,,7506396701239
BROVEL-045,VITAMINA K 100 ML,BROVE,32,,,,,
BROVEL-044,DIRULAN 10 ML,BROVE,92,,,,,
BROVEL-043,MASTIBIOTIC JERINGA,BROVE,720,,,,,
BROVEL-042,LICOR DE FORGE 120 ML,BROVE,150,,,,,7506396700706
BROVEL-040,FLUBAC SUSP. 50ML,BROVE,30,,,,,
BROVEL-039,FLUBAC 4 MILL,BROVE,26,,,,,
BROVEL-038,SUPER 15  SOBRE 6 GR.     (DE CAJA  6X6),BROVE,0,,,,,
BROVEL-037,VITAMINA C 100 ML BROVEL,BROVE,113,,,,,7506396701253
BROVEL-036,POMADA DE ICTIOL 25 GRS,BROVE,182,,,,,
BROVEL-035,TESTOSTERONA 50 20 ML,BROVE,131,,,,,
BROVEL-034,MELVINAC 250 ML,BROVE,27,,,,,
BROVEL-033,----ADRENALINA 50 ML,BROVE,0,,,,,
BROVEL-032,DELTAMICIN 100 GRS,BROVE,46,,,,,7506396700294
BROVEL-031,DELTAMICIN 500 GRS,BROVE,20,,,,,
BROVEL-030,POMADA AMARILLA 225 GR,BROVE,56,,,,,
BROVEL-029,-----VITAMINA B12  30 ML,BROVE,0,,,,,
BROVEL-028,EQUIXUPRINA 450 GRS,BROVE,2,,,,,
BROVEL-027,-----METOPRAMID INT. 10ML,BROVE,0,,,,,
BROVEL-026,----FIBRO RESS 50 ML,BROVE,0,,,,,
BROVEL-025,DELTAMICIN 10 GR,BROVE,"6,335.00",,,,,7506396700287
BROVEL-024,BROSIN UNG 25 GR,BROVE,"1,074.00",,,,,7506396700201
BROVEL-023,AVERDAN 25 ML,BROVE,103,,,,,
BROVEL-022,GUAYANEUMOL 250 ML,BROVE,12,,,,,
BROVEL-021,VITAMINA B1 20 ML,BROVE,69,,,,,7506396701130
BROVEL-020,FERCOBON 100 ML.,BROVE,0,,,,,
BROVEL-019,LICOR DE FORGE 1 LTO,BROVE,14,,,,,7506396700713
BROVEL-017,CARDISURE 2.5 MG,DECHR,5,,,,,AD045
BROVEL-016,MELVINAC GEL 125 GR,BROVE,144,,,,,7506396700775
BROVEL-012,VITAMINA B15 25 ML.,BROVE,32,,,,,7506396701246
BROVEL-011,BROTROPIN SUSP. 50ML,BROVE,10,,,,,
BROVEL-010,ORTOLAN 100 GRS,BROVE,676,,,,,7506396700881
BROVEL-008,CARDISURE 5MG,DECHR,5,,,,,AD046
BROVEL-007,CARDISURE 1.25MG,DECHR,6,,,,,AD044
BROVEL-006,TESTOSTERONA 50 10 ML.,BROVE,62,,,,,
BROVEL-005,LICOR DE FORGE 3.5 LT,BROVE,0,,,,,
BROVEL-004,ORTOLAN UNGUENTO 225 GR,BROVE,723,,,,,7506396700836
BROVEL-003,GUAYANEUMOL 50 ML.,BROVE,50,,,,,7506396700591
BROVEL-001,L-HISTAMIN 60MG 20 TAB,BROVE,76,,,,,
BOHERING-022,----VENTIPULMIN POLVO 500 GRS,,0,,,,,
BOHERING-019,---VERMIFIN 12 %100 ML,BOEHR,0,,,,,
BOHERING-015,----OXIPAR 100 ML.,,0,,,,,
BOHERING-014,--------------BUSCAPINA COMPUESTA 100 ML,,0,,,,,
BOHERING-009,-----BISOLVON 100 ML,,0,,,,,
BOHERING-006,--------AMINOLITE 500 ML,,0,,,,,
BOHERING-004,BACTERINA TRIPLE 100 ML----,BOEHR,0,,,,,
BOHERING-001,---------AMINOLITE 34X 250 ML,,0,,,,,
BOEHRINGER-085,RECOMBITEK BORDETELLA 1 DS 32821,PQBOE,50,,,,,
BOEHRINGER-084,RECOMBITEK C6 1 DS,PQBOE,0,,,,,
BOEHRINGER-083,STOMORGYL 20MG,BOEHR,1,,,,,
BOEHRINGER-082,NEXGARD DOGS S  2-4 KG 1 TAB 27101,PQBOE,10,,,,,
BOEHRINGER-081,FRONTLINE TOP STOP S 2- 10 K 27006,PQBOE,10,,,,,
BOEHRINGER-080,FRONTLINE TOP STOP M 10- 20 K 27007,PQBOE,20,,,,,
BOEHRINGER-079,FRONTLINE TOP SPOT GATO 27009,PQBOE,5,,,,,
BOEHRINGER-078,NEXGARD DOG M 4-10KG 1 TAB 27102,PQBOE,0,,,,,
BOEHRINGER-077,NEXGARD DOG L 10-25KG 1TAB 27103,PQBOE,15,,,,,
BOEHRINGER-076,NEXGARD DOG XL 25.1-50KG 1 TAB 27104,PQBOE,32,,,,,
BOEHRINGER-075,PUREVAX RCPCH  FeLV 1 DS,PQBOE,20,,,,,
BOEHRINGER-074,DUOLINE POUR ON 1 LTO,BOEHR,0,,,,,
BOEHRINGER-073,PREVICOX PERRO CHICO 57MG 60 TAB 30849,PQBOE,1,,,,,
BOEHRINGER-072,PREVICOX PERRO GRANDE 227MG 60TAB 26124,PQBOE,1,,,,,
BOEHRINGER-071,--COLAPHOSTYL 500ML,BOEHR,0,,,,,
BOEHRINGER-070,STOMORGYL 10MG,PQBOE,0,,,,,
BOEHRINGER-069,FRONTLINE PLUS 3PIP GATO,PQBOE,22,,,,,
BOEHRINGER-068,FRONTLINE TOP STOP L 20-40KG 27008,PQBOE,20,,,,,
BOEHRINGER-067,FRONTLINE PLUS GATO,PQBOE,42,,,,,
BOEHRINGER-066,BROADLINE CAT G GRANDE 2.5 A 7.5KG,PQBOE,8,,,,,
BOEHRINGER-065,BROADLINE CAT S CHICO 1 JGS .6 A 2.5KG,PQBOE,165,,,,,
BOEHRINGER-064,RECOMBITEK C6/CV 1DS,PQBOE,75,,,,,
BOEHRINGER-063,RECOMBITEK C4/CV 1 DS,PQBOE,75,,,,,
BOEHRINGER-062,RECOMBITEK C3 PUPPY 1 DS 27041,PQBOE,0,,,,,
BOEHRINGER-061,IVOMEC F 500,BOEHR,25,,,,,
BOEHRINGER-060,IVOMEC 1% 50ML,BOEHR,18,,,,,
BOEHRINGER-059,TRODAX 500ML,BOEHR,0,,,,,
BOEHRINGER-058,IVOMEC GOLD 50ML,BOEHR,17,,,,,
BOEHRINGER-057,IVOMEC 1% 1LTO,BOEHR,6,,,,,
BOEHRINGER-056,EQVALAN GOLD PASTA 20GR,BOEHR,10,,,,,
BOEHRINGER-055,TRODAX 50ML,BOEHR,18,,,,,
BOEHRINGER-054,IVOMEC GOLD 1 LTO,BOEHR,101,,,,,
BOEHRINGER-053,EQVALAN PASTA 20GR                     .,BOEHR,30,,,,,
BOEHRINGER-052,IVOMEC 1% 200ML,BOEHR,15,,,,,
BOEHRINGER-051,IVOMEC F 50ML,BOEHR,29,,,,,
BOEHRINGER-050,IVOMEC F 200ML,BOEHR,18,,,,,
BOEHRINGER-049,PUREVAX FELINE 1 DS,BOEHR,79,,,,,
BOEHRINGER-048,IVOMEC EPRINEX 1 LTO,BOEHR,0,,,,,
BOEHRINGER-047,IVOMEC GOLD 500 ML,BOEHR,30,,,,,
BOEHRINGER-046,IVOMEC 1% 500 ML,BOEHR,71,,,,,
BOEHRINGER-045,ECTOLINE 5 LTS,BOEHR,136,,,,,
BOEHRINGER-044,ECTOLINE 1 LTO,BOEHR,"1,175.00",,,,,
BOEHRINGER-043,VETMEDIN 1.25MG 100CAPS,PQBOE,0,,,,,
BOEHRINGER-042,IMITICIDE INY. 50MG,PQBOE,0,,,,,
BOEHRINGER-041,RECOMBITEK C4 1DS,PQBOE,0,,,,,
BOEHRINGER-040,VETMEDIN 2.5MG 100 CAPS,PQBOE,0,,,,,
BOEHRINGER-039,VETMEDIN 5MG 100 CAPS,PQBOE,0,,,,,
BOEHRINGER-038,METACAM 0.5% INY. 20ML,PQBOE,0,,,,,
BOEHRINGER-037,METACAM SUSPENSION ORAL 100ML,PQBOE,0,,,,,
BOEHRINGER-036,METACAM SUSPENSION ORAL 32ML,PQBOE,0,,,,,
BOEHRINGER-035,METACAM SUSPENSION ORAL 10ML,PQBOE,0,,,,,
BOEHRINGER-034,"NEXGARD SPECTRA 3 PZA 30-60 KG ""XL 27374",PQBOE,156,,,,,
BOEHRINGER-033,"NEXGARD SPECTRA 3 PZA 15-30 KG ""L"" 27373",PQBOE,170,,,,,
BOEHRINGER-032,"NEXGARD SPECTRA 3 PZA 7.6-15KG ""M"" 27372",PQBOE,179,,,,,
BOEHRINGER-031,"NEXGARD SPECTRA 3 PZA 3.6-7.5KG ""S""27371",PQBOE,154,,,,,750647170009
BOEHRINGER-030,"NEXGARD SPECTRA 3 PZA 2-3.5KG ""XS""27370",PQBOE,159,,,,,
BOEHRINGER-029,METACAM 20MG/ML 50ML,BOEHR,0,,,,,
BOEHRINGER-028,EXPRESS FP 5Hs 20ML (10DS),BOEHR,0,,,,,
BOEHRINGER-027,EXPRESS FP 5Hs 100ML (50DS),BOEHR,0,,,,,
BOEHRINGER-025,VENTIPULMIN JARABE,BOEHR,0,,,,,
BOEHRINGER-015,OXIPAR 100ML,BOEHR,0,,,,,
BOEHRINGER-014,BUSCAPINA COMPUESTA 100ML,BOEHR,117,,,,,
BOEHRINGER-009,BISOLVON 100 ML,BOEHR,48,,,,,
BOEHRINGER-007,BIVATOP-200 250ML,BOEHR,0,,,,,
BOEHRINGER-006,AMINOLITE 500 ML,BOEHR,6,,,,,
BOEHRINGER-003,DUOLINE 5 LTS,BOEHR,0,,,,,
BOEHRINGER-002,DUOLINE 2.5 LTS,BOEHR,0,,,,,
BOEHRINGER-001,AMINOLITE 34X CONC. 250ML,BOEHR,1,,,,,
BIOZZO-024,BIOQUIN 20 ML,BIOZO,27,,,,,
BIOZOO-124,COMBO TRIPLE AVIART 20ML EBB4,BIOZO,6,,,,,
BIOZOO-123,PETWELLNES OMEGA 90 GR,PQBIO,32,,,,,
BIOZOO-122,PETWELLNESS PROBIOTICOS,PQBIO,41,,,,,
BIOZOO-121,FIEBRE CARBONOSA 100 ML,BIOZO,0,,,,,
BIOZOO-120,-----FIPROTICK 2% 1 LTO,BIOZO,0,,,,,
BIOZOO-119,----DOBLE BOVINA 250ML BACTERINA,BIOZO,0,,,,,
BIOZOO-118,DOBLE BOVINA 50 ML  -----,BIOZO,0,,,,,
BIOZOO-117,MELOXIMAX 1 30 TAB 8MM,PQBIO,21,,,,,7502262630078
BIOZOO-116,SINCROPROST 20 ML---,BIOZO,0,,,,,
BIOZOO-115,INMUNOVAX 5 DPA2H-L 1 DS,PQBIO,589,,,,,
BIOZOO-114,BIOXIL 20% 250 ML,BIOZO,0,,,,,
BIOZOO-113,----SECAM JERINGA 10 ML,BIOZO,0,,,,,
BIOZOO-112,MELOXIMAX SUSPENSION 10 ML,PQBIO,8,,,,,
BIOZOO-111,CEFAMAX SUSPENSION 60 ML,PQBIO,27,,,,,
BIOZOO-110,AMOX C SUSP. 60 ML  85201,PQBIO,32,,,,,
BIOZOO-109,AMOX C SUSPENSION 15 ML,PQBIO,15,,,,,
BIOZOO-108,INMUNOVAX DPA2 1 DOSIS,PQBIO,427,,,,,
BIOZOO-107,AMOX C 30 TAB,PQBIO,31,,,,,
BIOZOO-106,ENRO SUSPENSION 60 ML,PQBIO,13,,,,,
BIOZOO-105,GORBAZOO SUSP 60 ML,PQBIO,78,,,,,
BIOZOO-104,GROWLAC 450 GRS,PQBIO,13,,,,,
BIOZOO-099,----BIOMISAN 200 GR,BIOZO,0,,,,,
BIOZOO-098,ONE 60 TABLETAS,PQBIO,"3,932.00",,,,,7502262631013
BIOZOO-097,MICOTIC 300 MG 20 TAB,PQBIO,77,,,,,
BIOZOO-096,MELOXIMAX 3MG 30 TAB,PQBIO,39,,,,,
BIOZOO-095,GENESIS 10 ML BIOPETS,PQBIO,0,,,,,
BIOZOO-094,ONE SUPENSION 30ML,PQBIO,46,,,,,
BIOZOO-093,GORBAZOO 30 TABLETAS,PQBIO,14,,,,,
BIOZOO-092,ENRO T 50 MG 20 TABS,PQBIO,5,,,,,
BIOZOO-091,CLINDAMIN 20 TABLETAS,PQBIO,34,,,,,
BIOZOO-090,CEFAMAX 20 TABLETAS,PQBIO,43,,,,,
BIOZOO-089,ARMY SHAMPOO 250 ML,PQBIO,48,,,,,
BIOZOO-088,FLUXIL 10 ML,BIOZO,1,,,,,
BIOZOO-087,BIOXIL 7% 20 ML,BIOZO,46,,,,,7502262630368
BIOZOO-086,BIOQUIN 6% ORAL 25 ML,BIOZO,32,,,,,75040192
BIOZOO-085,ARMY JABON,PQBIO,26,,,,,
BIOZOO-084,CEFAMASTER SEC 10 ML,BIOZO,0,,,,,
BIOZOO-081,PREDNIMAX 20 CON 20 TABLETAS,PQBIO,12,,,,,
BIOZOO-080,PREDNIMAX 5 CON 20 TABLETAS,PQBIO,22,,,,,
BIOZOO-079,BIOXIL 7 % 100 ML,BIOZO,47,,,,,7502262630412
BIOZOO-078,----AMOX T 600 MG CON 30 TABS,BIOZO,0,,,,,
BIOZOO-077,---RABIPET 24 DS DE VACUNA C/PLACA,PQBIO,0,,,,,
BIOZOO-076,ESTREPTO BB 4 MILL,BIOZO,0,,,,,
BIOZOO-075,LEVAX ADE 20 ML,BIOZO,32,,,,,
BIOZOO-074,ONE CG SUSPENSION 30ML,PQBIO,75,,,,,
BIOZOO-073,----ESTREPTO BB 1 M.U.I BIOPETS /85051,BIOZO,0,,,,,
BIOZOO-072,TRIPLE CANINA 1 DS VACUNA,PQBIO,0,,,,,
BIOZOO-071,PARVO VIRUS CANINO  1 DS VACUNA,PQBIO,0,,,,,
BIOZOO-070,PARVO CORONA 1 DS VACUNA,PQBIO,0,,,,,
BIOZOO-069,LEVAX ADE 100 ML,BIOZO,37,,,,,
BIOZOO-068,GORBAZOO 30 ML,BIOZO,71,,,,,
BIOZOO-067,BIODIPIRONA 100 ML,BIOZO,111,,,,,7502262630740
BIOZOO-066,BIODIPIRONA 20 ML,BIOZO,56,,,,,7502262630733
BIOZOO-064,GENESIS 1 CARTERA C/4 TAB,PQBIO,0,,,,,
BIOZOO-063,--QUINTUPLE PUPPY FANCE L51 DS VACUNA***,BIOZO,0,,,,,
BIOZOO-062,NEWCASTLE 100 DS,BIOZO,67,,,,,
BIOZOO-061,NEWCASTLE 25 DS,BIOZO,60,,,,,75040109
BIOZOO-059,NEWCASTLE 50 DS,BIOZO,64,,,,,
BIOZOO-058,ESTREPTO BB REFORZADO 5 MUI 85056,BIOZO,0,,,,,
BIOZOO-056,----CORINMUNE ABC+Nc+pM 20 ML 83090,BIOZO,0,,,,,
BIOZOO-055,----CORINMUNE ABC+Nc+Pm 50ML 83049,BIOZO,0,,,,,
BIOZOO-052,EXTRACTO DE HIGADO 50 ML,BIOZO,18,,,,,
BIOZOO-051,ESTREPTO D REFORZADO 5 M.U.I,BIOZO,0,,,,,
BIOZOO-050,ESTREPTO BB PLUS REFORZADO 5 M.U.I 85055,BIOZO,94,,,,,
BIOZOO-049,SHAMPOO PETLIFE 250 ML VARIAS PRESENT.,PQBIO,56,,,,,
BIOZOO-048,----TRES SULFAS 100 ML----,BIOZO,0,,,,,
BIOZOO-047,MELOXIMAX SUSPENSION 32 ML,PQBIO,32,,,,,7502262631273
BIOZOO-046,EXTRACTO DE HIGADO 10 ML,BIOZO,0,,,,,
BIOZOO-045,BIOXIL 7 % 500 ML,BIOZO,24,,,,,
BIOZOO-044,----CORINMUNE ABC+NC+PM 100 ML  83053,BIOZO,0,,,,,
BIOZOO-043,TIGENT 100 ML,BIOZO,121,,,,,7502262630528
BIOZOO-042,BIODIPIRONA 250 ML,BIOZO,113,,,,,7502262630757
BIOZOO-041,ZOOSARNI 200 GRS,PQBIO,136,,,,,75040024
BIOZOO-040,CALTONIC 500 ML,BIOZO,5,,,,,
BIOZOO-039,BIOARSENOL VIT 50 ML,BIOZO,62,,,,,
BIOZOO-038,TRIPLE AVIAR PM 50 ML BACTERINA,BIOZO,113,,,,,
BIOZOO-037,DERRIENGUE 11 DS,BIOZO,92,,,,,
BIOZOO-036,DERRIENGUE 6 DS,BIOZO,66,,,,,
BIOZOO-035,ONE 30 TABLETAS,PQBIO,"1,560.00",,,,,7502262630023
BIOZOO-034,TRIPLE AVIAR PM 100 ML BACTERINA,BIOZO,56,,,,,
BIOZOO-033,TIGENT T 20 ML,BIOZO,358,,,,,7502262630542
BIOZOO-032,TIGENT 20 ML,BIOZO,587,,,,,7502262630511
BIOZOO-031,ONE SUSPENSION 60 ML,PQBIO,45,,,,,
BIOZOO-030,TRIPLE AVIAR PM 20 ML BACTERINA,BIOZO,35,,,,,
BIOZOO-029,VIRUELA AVIAR 100 DS,BIOZO,74,,,,,
BIOZOO-028,VIRUELA AVIAR 50 DS,BIOZO,25,,,,,
BIOZOO-027,PROTEIZOO PLUS 250 ML,BIOZO,103,,,,,7502262630900
BIOZOO-026,GENESIS PASTA ORAL 30ML,BIOZO,99,,,,,7502262630955
BIOZOO-025,BIOQUIN 50 ML,BIOZO,36,,,,,7502262630375
BIOZOO-023,TRIPLE BOVINA 250 ML 50 DS,BIOZO,248,,,,,
BIOZOO-022,TRIPLE BOVINA 100 ML 20 DS,BIOZO,153,,,,,
BIOZOO-021,TRIPLE BOVINA 50 ML 10 DS,BIOZO,66,,,,,
BIOZOO-020,DERRIENGUE 15 DS,BIOZO,70,,,,,
BIOZOO-019,BIOQUIN 250 ML,BIOZO,67,,,,,7502262630382
BIOZOO-018,DIFLUXINA 250 ML,BIOZO,103,,,,,7502262630788
BIOZOO-017,DIFLUXINA 100 ML,BIOZO,16,,,,,
BIOZOO-016,DIFLUXINA  50 ML,BIOZO,20,,,,,
BIOZOO-015,FLUMETZOO 4 MUI,BIOZO,0,,,,,
BIOZOO-014,GORBAZOO-100 ML,BIOZO,70,,,,,7502262631365
BIOZOO-013,EXTRACTO DE HIGADO 250 ML,BIOZO,244,,,,,7502262630870
BIOZOO-012,BIOBAC 11 VIAS 250 ML 50 DS,BIOZO,614,,,,,7502262630283
BIOZOO-011,BIOBAC 11 VIAS 100 ML 20 DS,BIOZO,173,,,,,
BIOZOO-010,BIOBAC 11 VIAS 50 ML 10 DS,BIOZO,187,,,,,7502262630269
BIOZOO-009,AMINOTONIC 500 ML,BIOZO,347,,,,,7502262630795
BIOZOO-008,PROTEIZOO PLUS 100 ML,BIOZO,164,,,,,7502262630894
BIOZOO-007,EXTRACTO DE HIGADO 100 ML.,BIOZO,147,,,,,7502262630863
BIOZOO-006,GANAZOO PLUS 20 ML,BIOZO,233,,,,,75040215
BIOZOO-005,TIGENT T 250 ML,BIOZO,85,,,,,7502262630566
BIOZOO-004,TIGENT T 100 ML,BIOZO,65,,,,,
BIOZOO-003,PROTEIZOO PLUS 20 ML.,BIOZO,719,,,,,75040253
BIOZOO-002,BIOARSENOL VIT. 100 ML.,BIOZO,348,,,,,7502262630818
BIOZOO-001,BIOARSENOL VIT 250 ML,BIOZO,203,,,,,7502262630825
BIOZCC-053,LEVAX ADE 500 ML,BIOZO,0,,,,,
BIOPRODUCTOS-001,ECOVET LINE 1 LTO,BIOPR,9,,,,,
BIOGENESIS-008,FOSFAMISOL MV 500 ML,BIOGE,0,,,,,
BIOGENESIS-007,BAGO PELL CARTUCHO,BIOGE,10,,,,,
BIOGENESIS-004,SUPLENUT 500 ML,BIOGE,0,,,,,
BIOGENESIS-002,BAGOMECTINA 3.15 ADE 500 ML,BIOGE,0,,,,,
BIOGENESIS-001,KIT ADAPTADOR MINERALES-VITAMINAS,BIOGE,4,,,,,
BIOCHEM-008,4 PLEX RECOVERY 15 GR,BIOCH,0,,,,,
BIOCHEM-007,NATURE 4 PETS TALCO 100GR,BIOCH,1,,,,,
BIOCHEM-006,LAGRIPET 30 ML,BIOCH,1,,,,,
BIOCHEM-005,PULGATON SHAMPOO,BIOCH,67,,,,,
BIOCHEM-004,PULGATON TALCO 100 GR,BIOCH,17,,,,,
BIOCHEM-003,PULGATON JABON 80 GR,BIOCH,127,,,,,
BIOCHEM-001,POMADA SARNAZIL 100 GR,BIOCH,22,,,,,
BIOCHEM--002,VAMPIRICIDA 100 GRS,BIOCH,0,,,,,
